Match_ID,Team_ID,Dire_Account_ID_0,Dire_Account_ID_1,Dire_Account_ID_2,Dire_Account_ID_3,Dire_Account_ID_4
5441124607,7893914.0,131706718,99672424,157989498,88153289,97658618
5400982797,7893914.0,157989498,99672424,88153289,131706718,97658618
5400919405,7893914.0,99672424,88153289,88153289,131706718,157989498
5378910186,7573307.0,81475303,287481472,136146286,91932652,131777279
5237038035,7573307.0,91932652,131777279,81475303,287481472,136146286
5237006392,7573307.0,91932652,131777279,136146286,81475303,287481472
5235304295,7573307.0,91932652,287481472,131777279,81475303,136146286
5235406049,7573307.0,91932652,81475303,131777279,287481472,136146286
5370856061,7573307.0,287481472,91932652,136146286,131777279,81475303
5236895422,7573307.0,81475303,136146286,131777279,91932652,287481472
5375017969,7573307.0,91932652,287481472,136146286,81475303,131777279
5058080692,7345249.0,95825708,59463394,99672424,385750274,99796146
5068132888,7345249.0,59463394,95825708,59463394,59463394,99672424
5056590393,7345249.0,59463394,95825708,99672424,99796146,385750274
5066352620,7345249.0,95825708,95825708,99672424,95825708,59463394
4985836562,7345249.0,385750274,99796146,59463394,99672424,99796146
4985787590,7345249.0,95825708,99672424,385750274,95825708,59463394
4985678427,7345249.0,95825708,99796146,99672424,385750274,59463394
4985356506,7345249.0,99672424,95825708,99796146,385750274,59463394
4985501411,7345249.0,385750274,99672424,59463394,59463394,99796146
5033849278,7360890.0,193704726,103850210,118721929,113735534,119137163
5009358441,7360890.0,118721929,103850210,119137163,113735534,193704726
5009288990,7360890.0,119137163,193704726,103850210,118721929,113735534
5391141070,7913999.0,126174633,101062921,116525052,116885013,85312703
5423521982,7913999.0,116885013,119315361,116525052,85312703,126174633
5417554092,7913999.0,85312703,126174633,119315361,116885013,116525052
4917472635,6905491.0,179284293,25907144,25907144,100246000,104100326
4437093368,6710145.0,102600341,148826785,109590964,35533647,104237213
4641414961,6997625.0,85008179,92706637,128660724,118207269,86822085
4641139985,6997625.0,85008179,86822085,128660724,118207269,92706637
4899779076,7247587.0,89550641,4281729,98167706,178366364,96183976
4899405483,7247587.0,96183976,98167706,4281729,89550641,178366364
4899420396,7247949.0,178692606,104334048,140288368,893135754,120613892
4897243939,7247949.0,120613892,178692606,893135754,140288368,104334048
4367114943,6659656.0,92949094,27178898,195254520,106809101,107855479
5423276092,7977463.0,130801103,91380904,298726580,113372833,63703276
5423180057,7977463.0,113372833,298726580,130801103,63703276,91380904
5423072929,7977463.0,113372833,91380904,63703276,298726580,130801103
5426561374,7977463.0,298726580,91380904,63703276,113372833,130801103
5426484232,7977463.0,91380904,113372833,130801103,298726580,63703276
5424833873,7977463.0,113372833,298726580,63703276,130801103,91380904
5431369227,7977463.0,91380904,63703276,298726580,113372833,130801103
5431288240,7977463.0,63703276,130801103,298726580,113372833,91380904
5232752389,5219970.0,192981126,116876282,192981126,116876282,155162307
5347167992,5219970.0,155162307,116876282,155162307,192981126,155162307
5286820681,5219970.0,155162307,192981126,192981126,116876282,116876282
5200761260,7641673.0,100058342,92949094,106809101,27178898,298683250
5200697888,7641673.0,100058342,298683250,92949094,106809101,27178898
5293881102,7641673.0,92949094,100058342,96183976,107855479,27178898
5204762739,7641673.0,92949094,298683250,106809101,27178898,100058342
5203595655,7641673.0,106809101,100058342,298683250,27178898,92949094
5286593299,7641673.0,92949094,118078153,82305765,107855479,27178898
5204560244,7641673.0,106809101,100058342,92949094,298683250,27178898
5131025693,7003736.0,92253768,116850318,92253768,152960698,121395876
5096166417,7003736.0,152960698,219225327,116850318,116850318,121395876
5056129018,7440851.0,182993582,130801103,119137163,113735534,127565532
5057658837,7440851.0,113735534,182993582,130801103,127565532,119137163
5065770929,7390628.0,354185791,192981126,114596500,348703642,303099423
5115307585,7390628.0,114596500,150419909,348703642,192981126,303099423
5114642685,7390628.0,150419909,348703642,303099423,192981126,114596500
5064159348,7390628.0,348703642,303099423,114596500,354185791,192981126
5045981128,7390628.0,348703642,303099423,114596500,354185791,192981126
5038424323,7390628.0,192981126,348703642,114596500,303099423,354185791
5064384045,7390628.0,192981126,114596500,303099423,354185791,348703642
5037703606,7390628.0,348703642,354185791,114596500,192981126,303099423
4376291737,6739175.0,107485519,126469785,287481472,91932652,113055105
4368219999,6713715.0,126238768,29904110,92706637,76173488,94364925
4368344567,6713715.0,94364925,92706637,126238768,76173488,29904110
4368282002,6713715.0,126238768,92706637,94364925,76173488,29904110
4361748658,6713715.0,94364925,29904110,92706637,76173488,126238768
5292050105,7667557.0,178638015,52309044,192981126,52309044,178638015
5232967092,7667557.0,363871826,348703642,348703642,299213834,299213834
5279779165,7667557.0,192981126,348703642,348703642,192981126,202148694
5271366828,7554557.0,100317750,39749294,100317750,24009418,39749294
5271215626,7554557.0,39749294,39749294,100317750,100317750,24009418
5271056971,7554557.0,39749294,100317750,39749294,24009418,100317750
5202230721,7554557.0,24009418,39749294,100317750,100317750,39749294
5164053358,7554557.0,39749294,100317750,39749294,169359249,100317750
5160140313,7554557.0,39749294,169359249,39749294,100317750,100317750
5260822969,7554557.0,100317750,100317750,24009418,39749294,39749294
5260711927,7554557.0,24009418,39749294,100317750,100317750,39749294
5269495846,7554557.0,39749294,24009418,39749294,100317750,100317750
5269328079,7554557.0,39749294,100317750,24009418,39749294,100317750
5199578874,7554557.0,100317750,24009418,39749294,100317750,39749294
5137101192,7554557.0,39749294,100317750,169359249,39749294,100317750
5138086147,7554557.0,39749294,100317750,39749294,100317750,169359249
5203452736,7554557.0,39749294,39749294,24009418,100317750,100317750
5203392177,7554557.0,24009418,100317750,100317750,39749294,39749294
5198315816,7554557.0,100317750,24009418,39749294,100317750,39749294
5198252422,7554557.0,100317750,39749294,39749294,24009418,100317750
5259456091,7554557.0,24009418,39749294,100317750,39749294,100317750
5259354795,7554557.0,39749294,24009418,100317750,100317750,39749294
5259230151,7554557.0,39749294,24009418,39749294,100317750,100317750
5279923807,7625574.0,118419316,112250781,118419316,53178236,112250781
5263995281,7625574.0,118419316,118419316,112250781,76600360,76600360
5261260332,7625574.0,76600360,76600360,112250781,118419316,118419316
5219613587,7625574.0,112250781,118419316,76600360,76600360,118419316
5213770701,7625574.0,76600360,118419316,118419316,112250781,76600360
5262570035,7625574.0,76600360,112250781,76600360,118419316,118419316
5262437063,7625574.0,76600360,118419316,112250781,118419316,76600360
5218368498,7625574.0,112250781,76600360,118419316,118419316,76600360
5218124423,7625574.0,76600360,76600360,118419316,112250781,118419316
5232771806,7625148.0,90324740,73401082,75750590,110819366,26316691
5231333157,7625148.0,73401082,110819366,26316691,75750590,90324740
5195667666,7625148.0,73401082,90324740,86953944,26316691,75750590
5201956804,7625148.0,75750590,73401082,26316691,110819366,90324740
5208431429,7625148.0,75750590,26316691,90324740,73401082,110819366
5205726174,7625148.0,73401082,26316691,90324740,75750590,110819366
5207266166,7625148.0,110819366,75750590,90324740,26316691,73401082
5203609300,7625148.0,90324740,110819366,73401082,75750590,26316691
4365874801,6186173.0,163392533,87442297,66598119,86874930,89603649
4817944609,7172311.0,125845797,86850560,370141815,101779337,249651648
4361820268,6711425.0,98462965,207078168,123485937,191362875,79922175
5275416435,7683937.0,401653350,115102590,144870065,115102590,144870065
5289487244,7683937.0,139985766,401653350,115102590,115102590,139985766
5304410521,7683937.0,144870065,144870065,115102590,139985766,139985766
5310889376,7683937.0,139985766,144870065,115102590,144870065,115102590
5307035950,7683937.0,144870065,115102590,144870065,139985766,401653350
5306883684,7683937.0,144870065,139985766,144870065,115102590,139985766
5285040925,7683937.0,144870065,401653350,144870065,115102590,144870065
5284876788,7683937.0,115102590,144870065,115102590,401653350,115102590
5278968131,7683937.0,139985766,115102590,139985766,139985766,401653350
5286304551,7683937.0,401653350,401653350,401653350,144870065,115102590
5283139324,7683937.0,115102590,139985766,144870065,115102590,144870065
5293872691,674762.0,86975889,100895600,86975889,86975889,103126502
5291732522,674762.0,86975889,86975889,101897410,34726076,86975889
5306784427,674762.0,86975889,93119769,169756712,86975889,86975889
5284953430,674762.0,86975889,169756712,86975889,86975889,169756712
5430580351,674762.0,103126502,93119769,103126502,103126502,93119769
5425819736,674762.0,103126502,93119769,103126502,93119769,103126502
5425737970,674762.0,103126502,93119769,93119769,103126502,103126502
5422717219,674762.0,103126502,93119769,103126502,103126502,93119769
5302717671,674762.0,101897410,34726076,86975889,86975889,86975889
5293580986,674762.0,86975889,86975889,101897410,86975889,101897410
5293325032,674762.0,169756712,86975889,86975889,93119769,86975889
5291463435,674762.0,86975889,103126502,86975889,153749549,86975889
5291288410,674762.0,86975889,86975889,93119769,34726076,86975889
5420405431,674762.0,103126502,93119769,103126502,93119769,103126502
5284503667,674762.0,169756712,86975889,169756712,86975889,86975889
5281149010,674762.0,86975889,169756712,86975889,86975889,169756712
5424251889,674762.0,103126502,93119769,103126502,93119769,103126502
5424171327,674762.0,93119769,103126502,103126502,93119769,103126502
5304812790,674762.0,86975889,101897410,86975889,153749549,86975889
5083008349,674762.0,93119769,93119769,86975889,86975889,86975889
5275846130,674762.0,169756712,86975889,86975889,169756712,86975889
5279055198,6795631.0,119535307,121052479,121052479,121052479,121052479
5407411616,6795631.0,121052479,121052479,121052479,119535307,121052479
5405506038,6795631.0,119535307,121052479,121052479,121052479,121052479
5434521926,6795631.0,119535307,121052479,121052479,121052479,121052479
5434361216,6795631.0,121052479,121052479,121052479,119535307,121052479
4922807729,6795631.0,119535307,119535307,121052479,119535307,121052479
4579952811,6795631.0,121052479,119535307,119535307,119535307,121052479
4924394670,6795631.0,119535307,119535307,121052479,119535307,121052479
5425814992,6795631.0,121052479,121052479,121052479,119535307,121052479
4952957623,6795631.0,119535307,119535307,119535307,119535307,119535307
4952681058,6795631.0,119535307,119535307,119535307,121052479,119535307
4920400818,6795631.0,121052479,119535307,121052479,119535307,121052479
4920264101,6795631.0,119535307,121052479,121052479,119535307,121052479
4922653152,6952026.0,101525357,260408033,169416589,126397214,260408033
4740583228,6952026.0,126397214,169416589,173978074,260408033,101525357
4922458758,6952026.0,101525357,173978074,169416589,126397214,173978074
4922317705,6952026.0,173978074,101525357,169416589,126397214,260408033
4721613797,6952026.0,260408033,101525357,169416589,173978074,126397214
4721505616,6952026.0,169416589,173978074,101525357,260408033,126397214
4644181891,7010138.0,76173488,29904110,115975133,86750028,315657960
4605358257,6980350.0,105974533,362617519,205743502,176974483,287348378
5149406840,6406681.0,104334048,137855976,317814449,202148694,214735983
5152771902,6406681.0,127530803,104334048,137855976,214735983,317814449
5147028102,6406681.0,317814449,104334048,115460159,137855976,214735983
5153278597,6406681.0,137855976,214735983,317814449,202148694,104334048
5122165884,6406681.0,137855976,104334048,214735983,317814449,127530803
5119627246,6406681.0,137855976,127530803,214735983,317814449,104334048
4361342087,6406681.0,317814449,214735983,115460159,79809603,127530803
4361090262,6406681.0,79809603,127530803,317814449,214735983,115460159
4367299895,6406681.0,214735983,115460159,317814449,127530803,79809603
4215095397,6461541.0,99155835,94338967,129071882,107023378,56351509
4136056429,6266608.0,85367644,59752811,105178768,110448679,123485937
4136010961,6266608.0,123485937,85367644,110448679,105178768,98462965
5235268184,7437943.0,117311875,126238768,110583422,122347180,118207269
5241441833,7437943.0,117311875,110583422,122347180,126238768,118207269
5235071515,7437943.0,122347180,126238768,110583422,117311875,118207269
5243087634,7437943.0,122347180,118207269,126238768,110583422,117311875
5236968883,7437943.0,110583422,117311875,126238768,122347180,118207269
5236939056,7437943.0,122347180,126238768,117311875,110583422,118207269
5236598112,7437943.0,110583422,122347180,126238768,117311875,118207269
5242883629,7437943.0,117311875,122347180,118207269,126238768,110583422
5242824619,7437943.0,110583422,122347180,117311875,118207269,126238768
5058174630,7440102.0,192120253,275639180,117071713,79247165,349282655
5057889836,7440102.0,192120253,117071713,349282655,275639180,79247165
5057791510,7440102.0,275639180,349282655,79247165,117071713,192120253
4605348893,6953335.0,869108920,115750060,131777279,91932652,349282655
4605303551,6953335.0,224623791,115750060,869108920,349282655,131777279
4790374257,6953335.0,131777279,287481472,115750060,224623791,91932652
4621716095,6953335.0,115750060,91932652,131777279,349282655,224623791
4593307965,6953335.0,869108920,349282655,224623791,115750060,131777279
4593184918,6953335.0,115750060,349282655,869108920,224623791,131777279
4376298544,6568237.0,97235629,349282655,97235629,97235629,97235629
4899861791,7234776.0,109590964,192120253,115165739,29904110,207078168
4898025525,7234776.0,207078168,29904110,109590964,192120253,115165739
4900038021,7234776.0,115165739,109590964,192120253,207078168,29904110
4898118360,7234776.0,109590964,29904110,192120253,115165739,207078168
4244697304,6270648.0,849271412,126238768,59752811,92706637,117311875
4244577804,6270648.0,849271412,126238768,59752811,92706637,117311875
4620129094,6981836.0,71869498,169025618,20321748,141690233,122049498
4615235659,6981836.0,71869498,141690233,122049498,169025618,20321748
5055822905,7441121.0,53178236,66620961,91380904,118419316,63703276
5057495528,7441121.0,53178236,91380904,118419316,66620961,63703276
5114719007,7441121.0,66620961,178638015,53178236,63703276,118419316
5056288931,7441121.0,53178236,66620961,63703276,118419316,91380904
4879841874,6658434.0,114596500,303099423,348703642,192981126,354185791
4879745507,6658434.0,192981126,348703642,114596500,354185791,303099423
4925414115,6658434.0,348703642,354185791,303099423,192981126,114596500
5009547242,6658434.0,354185791,114596500,303099423,348703642,192981126
4919306639,6658434.0,192981126,114596500,348703642,354185791,303099423
4574214012,6658434.0,114596500,303099423,840005878,354185791,348703642
4565846602,6658434.0,348703642,354185791,303099423,114596500,840005878
4910976960,6658434.0,303099423,348703642,114596500,354185791,192981126
5395547661,7101663.0,242837510,185646215,242837510,116852311,116852311
5387292355,7101663.0,242837510,116852311,116852311,242837510,152083285
4912278447,7101663.0,116852311,185646215,152083285,185646215,152083285
4908214941,7101663.0,152083285,185646215,152083285,185646215,116852311
5391409478,7101663.0,242837510,242837510,116852311,116852311,185646215
5231311033,6030756.0,178638015,86953944,63703276,114596500,115460159
4016911864,6030756.0,192981126,115460159,178638015,203351055,114596500
4521292394,6898546.0,104275965,106809101,92706637,86715129,94364925
4521206421,6898546.0,86715129,106809101,104275965,94364925,92706637
4528600656,6898546.0,94364925,86715129,104275965,92706637,106809101
4528555128,6898546.0,92706637,104275965,94364925,86715129,106809101
4528830108,6898546.0,104275965,92706637,106809101,94364925,86715129
4528726469,6898546.0,104275965,106809101,92706637,94364925,86715129
4524905007,6898546.0,86715129,94364925,92706637,106809101,104275965
4524806790,6898546.0,86715129,92706637,94364925,106809101,104275965
4413368891,6712769.0,97072681,101062921,124438626,116885013,234237646
4413484425,6712769.0,116885013,124438626,97072681,101062921,234237646
5349249048,5992560.0,197574429,149809279,197574429,99796146,99796146
5349107472,5992560.0,99796146,197574429,177953305,99796146,197574429
5328603546,5992560.0,197574429,99796146,197574429,242885483,99796146
5233470713,5992560.0,177953305,99796146,197574429,197574429,99796146
5132725094,5992560.0,99796146,197574429,197574429,99796146,149809279
4361817559,5992560.0,125845797,149809279,86744322,149809279,86744322
4361765699,5992560.0,86744322,149809279,149809279,86744322,177953305
4361713043,5992560.0,86744322,242885483,149809279,86744322,149809279
4241573146,5992560.0,177953305,118097484,125845797,125845797,118097484
4241534233,5992560.0,125845797,177953305,118097484,125845797,118097484
4240000098,5992560.0,177953305,118097484,118097484,125845797,125845797
4241466391,5992560.0,99796146,125845797,125845797,118097484,99796146
4239873288,5992560.0,99796146,125845797,125845797,99796146,118097484
4239824133,5992560.0,125845797,125845797,118097484,99796146,99796146
4243073294,5992560.0,118097484,118097484,125845797,177953305,125845797
4242992208,5992560.0,125845797,177953305,118097484,118097484,125845797
4123364617,5898033.0,116885013,188024905,116525052,85312703,120555439
5059735343,7408305.0,287481472,110583422,81475303,115165739,95145869
5059699896,7408305.0,95145869,110583422,81475303,208181197,287481472
5058157203,7408305.0,110583422,95145869,287481472,81475303,208181197
5058096783,7408305.0,115165739,81475303,95145869,287481472,110583422
5062257263,7408305.0,110583422,81475303,95145869,287481472,117311875
5062209854,7408305.0,110583422,287481472,95145869,81475303,117311875
5056475082,7408305.0,81475303,115165739,110583422,95145869,287481472
5046793146,7408305.0,95145869,115165739,287481472,115165739,208181197
5043737651,7408305.0,287481472,81475303,95145869,115165739,110583422
5062465394,7408305.0,110583422,95145869,81475303,287481472,117311875
5036135918,7408305.0,287481472,81475303,117311875,110583422,208181197
3781917114,5266795.0,116249155,250114507,91064780,66620961,298726580
3781853775,5266795.0,116249155,91064780,250114507,66620961,298726580
3781668655,5266795.0,116249155,250114507,66620961,298726580,91064780
3781615535,5266795.0,116249155,91064780,250114507,66620961,298726580
3671862656,5184965.0,18180970,105470669,120613892,158606677,169359249
4897538425,7237270.0,116876282,20321748,96803083,56939869,3916428
4897693892,7237270.0,116876282,20321748,3916428,96803083,56939869
4899156839,7237270.0,20321748,3916428,56939869,96803083,116876282
4153447201,6212214.0,110759067,256269737,101525357,92071256,89330493
4165192679,6212214.0,92071256,101525357,89330493,110759067,256269737
5390494362,2898453.0,86750262,63703276,91380904,198035908,113372833
5417027615,2898453.0,63703276,113372833,198035908,198035908,91380904
5416925473,2898453.0,91380904,198035908,198035908,113372833,63703276
5250543647,2898453.0,63703276,198035908,52309044,86750262,63703276
5305911165,2898453.0,63703276,113372833,86750262,91380904,52309044
5355397201,2898453.0,113372833,198035908,63703276,91380904,86750262
5355259221,2898453.0,113372833,63703276,91380904,198035908,52309044
5299742963,2898453.0,86750262,113372833,91380904,198035908,63703276
5299631160,2898453.0,63703276,91380904,198035908,86750262,198035908
5427379697,2898453.0,91380904,52309044,63703276,52309044,113372833
5396038202,2898453.0,91380904,113372833,52309044,198035908,63703276
5395980278,2898453.0,113372833,86750262,91380904,198035908,63703276
5438068674,6740284.0,115460159,113619848,115460159,412413765,113619848
5437989065,6740284.0,412413765,115460159,113619848,115460159,113619848
5434483268,6740284.0,412413765,72156367,113619848,113619848,412413765
5434377406,6740284.0,113619848,113619848,412413765,412413765,115460159
5436589822,6740284.0,113619848,412413765,412413765,72156367,113619848
5406442939,6740284.0,412413765,113619848,412413765,127617979,113619848
5406355191,6740284.0,412413765,113619848,113619848,127617979,412413765
5394765913,6740284.0,412413765,127617979,113619848,113619848,127617979
5394636582,6740284.0,113619848,127617979,412413765,127617979,113619848
5388337706,6740284.0,113619848,412413765,72156367,412413765,115460159
5435114157,6740284.0,113619848,113619848,412413765,412413765,72156367
5435003114,6740284.0,113619848,412413765,113619848,115460159,412413765
5406207970,6740284.0,412413765,127617979,113619848,113619848,412413765
5336494243,6740284.0,72156367,115460159,127617979,127617979,115460159
5438967844,6740284.0,412413765,72156367,113619848,412413765,113619848
5438905771,6740284.0,113619848,115460159,113619848,412413765,412413765
5438828931,6740284.0,113619848,412413765,115460159,412413765,113619848
5425967424,6740284.0,113619848,115460159,113619848,412413765,412413765
5425895371,6740284.0,113619848,113619848,72156367,412413765,412413765
5425828197,6740284.0,412413765,412413765,127617979,113619848,113619848
5410053115,6740284.0,412413765,113619848,113619848,412413765,127617979
5409956483,6740284.0,127617979,412413765,113619848,412413765,113619848
5409847704,6740284.0,113619848,113619848,412413765,412413765,72156367
5416994190,6740284.0,412413765,113619848,115460159,412413765,113619848
5416743900,6740284.0,412413765,127617979,412413765,113619848,113619848
5390436825,6740284.0,113619848,412413765,127617979,127617979,412413765
5365812809,7872100.0,76600360,363871826,76600360,34322358,230328929
5368329979,7872100.0,76600360,34322358,390217220,363871826,230328929
5406131499,7683797.0,91932652,118419316,118419316,76600360,91932652
5396287769,7683797.0,91380904,76600360,118419316,118419316,76600360
5361450143,7683797.0,118419316,118721929,53178236,118721929,118419316
5361317053,7683797.0,118419316,118721929,118419316,53178236,118721929
5361171444,7683797.0,53178236,118721929,118419316,118721929,118419316
5388450793,7683797.0,118419316,118419316,53178236,118721929,53178236
5410148202,7683797.0,91932652,91932652,118419316,76600360,118419316
5353228075,7683797.0,53178236,118721929,118419316,118721929,118419316
5344215434,7683797.0,118419316,118419316,118721929,118721929,53178236
5382796103,7683797.0,118419316,91932652,53178236,53178236,118419316
5367978733,7683797.0,118419316,118721929,118419316,118721929,53178236
5367863372,7683797.0,118721929,53178236,118419316,118419316,118721929
5367781169,7683797.0,53178236,118721929,118419316,118419316,118721929
5410337226,7453744.0,75750590,75750590,114596500,86870856,86870856
5407829457,7453744.0,114596500,96183976,86870856,114596500,86870856
5351538211,7453744.0,86870856,114596500,299213834,299213834,86870856
5308056456,7453744.0,114596500,299213834,299213834,86870856,86870856
5307986831,7453744.0,299213834,86870856,86870856,299213834,114596500
5294004016,7453744.0,86870856,86870856,114596500,299213834,299213834
5285221181,7453744.0,86870856,299213834,114596500,299213834,86870856
5284982385,7453744.0,299213834,86870856,86870856,114596500,299213834
5261187362,7453744.0,86870856,114596500,86870856,299213834,299213834
5259662924,7453744.0,299213834,114596500,299213834,86870856,86870856
5259580089,7453744.0,86870856,114596500,299213834,299213834,86870856
5294116320,7453744.0,299213834,86870856,114596500,86870856,299213834
5176343117,7453744.0,299213834,299213834,114596500,86870856,86870856
5176495782,7453744.0,9403474,86870856,86870856,114596500,114596500
5313649496,7453744.0,86870856,86870856,299213834,114596500,299213834
5313496552,7453744.0,299213834,86870856,86870856,299213834,114596500
5313368248,7453744.0,114596500,86870856,299213834,299213834,86870856
5301597912,7453744.0,86870856,299213834,114596500,299213834,86870856
5277897793,7453744.0,299213834,299213834,86870856,9403474,86870856
5305622510,7453744.0,299213834,299213834,114596500,86870856,86870856
5299381911,7453744.0,299213834,86870856,114596500,86870856,299213834
5273321501,7453744.0,299213834,299213834,86870856,114596500,86870856
5271290036,7453744.0,86870856,114596500,86870856,299213834,299213834
5424420705,7453744.0,86870856,86870856,75750590,114596500,75750590
5137289131,7453744.0,114596500,86870856,9403474,86870856,114596500
5137035281,7453744.0,114596500,114596500,86870856,86870856,9403474
5136953410,7453744.0,9403474,114596500,86870856,114596500,86870856
5422695184,7453744.0,114596500,75750590,86870856,86870856,75750590
5380037522,7453744.0,86870856,114596500,96183976,86870856,114596500
5309648311,7453744.0,299213834,299213834,86870856,114596500,86870856
5309407603,7453744.0,114596500,86870856,299213834,299213834,86870856
5271690334,7453744.0,299213834,86870856,299213834,114596500,86870856
5232749895,7453744.0,86870856,86870856,9403474,114596500,114596500
5426117963,7453744.0,114596500,75750590,86870856,86870856,75750590
5426020043,7453744.0,86870856,86870856,75750590,75750590,114596500
5274875143,7453744.0,299213834,114596500,86870856,86870856,299213834
5274785321,7453744.0,86870856,299213834,299213834,86870856,114596500
5146920259,7453744.0,9403474,9403474,114596500,114596500,127565532
5146768391,7453744.0,9403474,114596500,127565532,114596500,9403474
5368369601,7453744.0,114596500,86870856,96183976,114596500,86870856
5368271076,7453744.0,96183976,114596500,86870856,86870856,114596500
5368102562,7453744.0,86870856,86870856,114596500,96183976,114596500
5204308482,7453744.0,9403474,114596500,86870856,86870856,114596500
5382096071,7453744.0,86870856,86870856,114596500,96183976,114596500
5381991726,7453744.0,114596500,86870856,86870856,96183976,114596500
5314935442,7453744.0,86870856,86870856,114596500,299213834,299213834
5311066789,7453744.0,114596500,299213834,86870856,86870856,299213834
5272812866,7453744.0,299213834,86870856,114596500,299213834,86870856
5191578593,7453744.0,86870856,86870856,114596500,9403474,114596500
5138657535,7453744.0,114596500,86870856,9403474,86870856,114596500
5138611465,7453744.0,9403474,114596500,86870856,114596500,86870856
5396326943,7453744.0,86870856,86870856,114596500,96183976,114596500
5369891136,7453744.0,86870856,86870856,114596500,96183976,114596500
5323908026,7453744.0,114596500,299213834,299213834,86870856,86870856
5277686646,7453744.0,9403474,86870856,299213834,299213834,86870856
5165614877,7554685.0,298683250,182993582,70388657,130801103,35504297
5162633055,7554685.0,130801103,35504297,182993582,99155835,70388657
5162574723,7554685.0,99155835,182993582,70388657,130801103,35504297
5164044733,7554685.0,35504297,130801103,182993582,175463659,70388657
5163944340,7554685.0,130801103,70388657,182993582,175463659,35504297
5155847002,7554685.0,35504297,152455523,70388657,130801103,182993582
5153093163,7554685.0,152455523,70388657,130801103,182993582,35504297
5150807550,7554685.0,35504297,130801103,182993582,70388657,152455523
5158828916,7554685.0,182993582,130801103,35504297,298683250,70388657
5167720696,7554685.0,70388657,130801103,182993582,99155835,35504297
5167611434,7554685.0,35504297,182993582,70388657,130801103,99155835
5166854380,7554685.0,182993582,70388657,99155835,35504297,130801103
5166731081,7554685.0,182993582,70388657,130801103,35504297,99155835
5161254078,7554685.0,99155835,35504297,130801103,70388657,182993582
5159965099,7586392.0,120613892,76600360,24009418,155162307,25175582
5159882846,7586392.0,25175582,120613892,155162307,76600360,24009418
5158745608,7586392.0,25175582,76600360,24009418,120613892,116249155
5283802592,7439348.0,112250781,118419316,118419316,93552791,93552791
5264555425,7439348.0,93552791,96183976,363871826,96183976,93552791
5259611636,7439348.0,107023378,363871826,93552791,93552791,363871826
5259552712,7439348.0,363871826,107023378,363871826,93552791,93552791
5259463905,7439348.0,93552791,363871826,363871826,107023378,93552791
5278143666,7439348.0,112250781,118419316,118419316,93552791,93552791
5278032112,7439348.0,113372833,118419316,113372833,118419316,93552791
5283658427,7439348.0,93552791,93552791,112250781,118419316,118419316
5272949928,7439348.0,107023378,363871826,93552791,363871826,93552791
5299492884,7439348.0,96183976,93552791,118419316,118419316,93552791
5273480299,7439348.0,107023378,93552791,363871826,93552791,363871826
5273408205,7439348.0,107023378,93552791,93552791,363871826,363871826
